"Story","Title","Result","Date","Stability","Duration (s)"
"Ingresar a exito.com, seleccionar categoría y subcategorías y escoger 10 productos de forma aleatoria","Cliente1 desistir adjuntar documentos","FAILURE","2023-08-01T20:54:47.7982991-05:00[America/Bogota]","0.0","30.36"
