"Story","Title","Result","Date","Stability","Duration (s)"
"Ingresar a exito.com, seleccionar categoría y subcategorías y escoger 10 productos de forma aleatoria","Cliente1 desistir adjuntar documentos","PENDING","2023-08-01T13:58:12.2561441-05:00[America/Bogota]","0.0","0.29"
