"Story","Title","Result","Date","Stability","Duration (s)"
"Ingresar a exito.com, seleccionar categoría y subcategorías y escoger 10 productos de forma aleatoria","Cliente1 desistir adjuntar documentos","ERROR","2023-08-01T20:59:45.9149158-05:00[America/Bogota]","0.0","19.25"
